"Time","Temperature 1","Temperature 2","Force"
124,22.6,23.2,5
125,22.6,23.2,4
126,22.6,23.2,5
127,22.6,23.2,4
128,23.0,23.2,5
129,22.6,23.2,4
130,22.6,22.8,5
131,22.6,23.2,4
132,22.6,22.8,4
133,22.6,23.2,4
134,23.0,23.2,5
135,22.6,22.8,4
136,22.6,23.2,5
137,22.6,23.2,5
138,22.6,23.2,5
139,22.6,23.2,4
140,22.6,23.2,4
141,22.6,23.2,4
142,23.0,23.2,5
143,22.6,23.2,5
144,22.6,23.2,5
145,23.0,23.2,5
146,22.6,23.2,5
147,22.6,23.2,5
148,22.6,23.2,5
149,22.6,23.2,5
150,22.6,23.2,5
151,22.6,23.2,5
152,22.6,23.2,5
153,22.6,23.2,5
154,22.6,23.2,6
155,22.6,23.2,5
156,22.6,23.2,5
157,22.6,23.2,5
158,22.6,23.2,4
159,23.0,23.2,5
160,23.0,23.2,4
161,22.6,23.2,5
162,22.6,23.2,5
163,23.0,22.8,5
164,23.0,23.2,5
165,22.6,23.2,5
166,22.6,23.2,5
167,22.6,23.2,5
168,22.6,23.2,4
169,22.6,23.2,4
170,22.6,23.2,5
171,22.6,23.2,4
172,23.0,23.2,5
173,22.6,23.2,4
174,23.0,23.2,5
175,22.6,23.2,5
176,22.6,23.2,5
177,22.6,23.2,5
178,22.6,23.2,5
179,23.0,23.2,5
180,23.0,23.2,6
181,22.6,23.2,4
182,22.6,23.2,5
183,23.0,23.2,5
184,23.0,23.2,6
185,22.6,23.2,5
186,23.0,23.2,4
187,23.0,23.2,5
188,23.0,23.2,4
189,23.0,23.2,4
190,22.6,23.2,4
191,22.6,23.2,4
192,22.6,23.2,4
193,23.0,23.2,5
194,23.0,23.2,5
195,23.0,23.2,5
196,23.0,23.2,5
197,23.0,23.2,5
198,22.6,23.2,5
199,23.0,23.2,5
200,23.0,23.2,5
201,22.6,23.2,5
202,22.6,23.2,5
203,23.0,23.2,5
204,23.0,22.8,5
205,23.0,23.2,5
206,22.6,23.2,5
207,22.6,23.2,5
208,23.0,23.2,5
209,22.6,23.2,5
210,23.0,23.2,5
211,23.0,23.2,5
212,22.6,23.2,5
213,23.0,23.2,5
214,23.0,23.2,5
215,23.0,23.2,5
216,23.0,23.2,4
217,23.0,23.2,5
218,23.0,23.2,2
219,23.0,23.2,5
220,23.0,23.2,4
221,23.0,23.2,5
222,23.0,23.2,5
223,23.0,23.2,4
224,23.0,23.2,5
225,22.6,23.2,4
226,23.0,23.2,4
227,23.0,23.2,2
228,23.0,23.2,5
229,23.0,23.2,2
230,23.0,23.2,4
231,23.0,23.6,4
232,23.0,23.2,2
233,23.0,23.2,4
234,23.0,23.2,2
235,23.0,23.2,5
236,23.0,23.2,2
237,23.0,23.2,4
238,23.0,23.2,2
239,23.0,23.2,2
240,23.0,23.2,5
241,23.0,23.2,4
242,23.0,23.2,5
243,23.0,23.6,2
244,23.0,23.6,5
245,23.0,23.2,4
246,23.0,23.2,5
247,23.0,23.2,5
248,23.0,23.2,5
249,23.0,23.2,4
250,23.0,23.2,4
251,23.0,23.6,4
252,23.0,23.2,4
253,23.0,23.2,5
254,22.6,23.2,4
255,23.0,23.2,4
256,23.0,23.2,5
257,23.0,23.2,4
258,23.0,23.2,5
259,23.0,23.2,4
260,23.0,23.2,5
261,23.0,23.6,4
262,23.0,23.2,5
263,23.0,23.2,4
264,23.0,23.2,5
265,23.0,23.2,4
266,23.0,23.2,4
267,23.0,23.2,5
268,23.0,23.2,4
269,23.0,23.2,5
270,23.0,23.2,2
271,23.0,23.2,4
272,23.0,23.2,5
273,23.0,23.2,4
274,23.0,23.2,5
275,23.0,23.2,4
276,23.0,23.2,4
277,23.0,23.6,4
278,23.0,23.2,5
279,23.0,23.2,4
280,23.0,23.2,4
281,23.0,23.2,4
282,23.0,23.2,5
283,23.0,23.2,4
284,23.0,23.2,5
285,23.0,23.2,4
286,23.0,23.6,5
287,23.0,23.2,5
288,22.6,23.2,4
289,23.0,23.2,5
290,23.0,23.2,4
291,23.0,23.2,2
292,23.0,23.2,5
293,23.0,23.2,4
294,23.0,23.2,5
295,23.0,23.2,2
296,23.0,23.2,4
297,23.0,23.2,4
298,23.0,23.2,2
299,23.0,23.2,5
300,23.0,23.2,4
301,23.0,23.2,2
302,23.0,23.6,5
303,23.0,23.6,2
304,23.0,23.2,4
305,23.0,23.2,2
306,23.0,23.6,5
307,23.0,23.2,4
308,23.0,23.6,4
309,23.0,23.2,5
310,23.0,23.2,5
311,23.0,23.2,5
312,23.0,23.6,5
313,23.0,23.6,5
314,23.0,23.6,5
315,23.0,23.6,4
316,23.0,23.2,5
317,23.0,23.6,4
318,23.0,23.2,4
319,23.0,23.2,4
320,23.4,23.2,4
321,23.0,23.2,4
322,23.0,23.6,4
323,23.0,23.6,4
324,23.0,23.2,5
325,23.0,23.2,4
326,23.0,23.6,5
327,23.0,23.6,4
328,23.4,23.6,5
329,23.0,23.2,5
330,23.0,23.6,5
331,23.0,23.6,4
332,23.0,23.2,4
333,23.0,23.2,6
334,23.0,23.2,2
335,23.0,23.6,4
336,23.4,23.2,4
337,23.0,23.2,2
338,23.0,23.6,5
339,23.0,23.2,4
340,23.0,23.2,4
341,23.4,23.6,5
342,23.0,23.2,4
343,23.0,23.6,4
344,23.0,23.6,4
345,23.0,23.2,5
346,23.0,23.6,4
347,23.4,23.6,5
348,23.0,23.6,4
349,23.0,23.2,5
350,23.0,23.2,5
351,23.4,23.6,2
352,23.0,23.6,4
353,23.0,23.6,5
354,23.0,23.2,2
355,23.0,23.6,4
356,23.0,23.2,5
357,23.0,23.2,4
358,23.0,23.6,4
359,23.0,23.6,5
360,23.4,23.2,5
361,23.4,23.2,4
362,23.0,23.6,4
363,23.0,23.6,5
364,23.4,23.6,4
365,23.0,23.6,5
366,23.4,23.6,5
367,23.0,23.6,4
368,23.0,23.6,5
369,23.0,23.6,4
370,23.0,23.6,5
371,23.0,23.6,5
372,23.0,23.6,2
373,23.0,23.2,4
374,23.4,23.6,4
375,23.4,23.2,5
376,23.0,23.6,5
377,23.0,23.6,5
378,23.0,23.6,5
379,23.0,23.6,5
380,23.4,23.6,5
381,23.4,23.2,4
382,23.0,23.6,4
383,23.0,23.2,5
384,23.4,23.6,4
385,23.0,23.6,4
386,23.4,23.6,4
387,23.4,23.6,4
388,23.0,23.2,5
389,23.0,23.6,4
390,23.4,23.6,5
391,23.0,23.6,5
392,23.4,23.2,4
393,23.0,23.2,5
394,23.0,23.6,6
395,23.0,23.2,4
396,23.0,23.2,5
397,23.4,23.6,2
398,23.0,23.6,4
399,23.4,23.6,5
400,23.0,23.6,4
401,23.0,23.6,5
402,23.4,23.6,5
403,23.4,23.6,2
404,23.4,23.6,5
405,23.0,23.6,4
406,23.0,23.6,5
407,23.4,23.6,4
408,23.4,23.6,4
409,23.0,23.6,5
410,23.0,23.6,2
411,23.0,23.6,4
412,23.4,23.6,4
413,23.0,23.6,4
414,23.4,23.6,5
415,23.0,23.6,5
416,23.0,23.6,4
417,23.4,23.6,5
418,23.0,23.2,5
419,23.0,23.6,5
420,23.4,23.6,5
421,23.4,23.6,6
422,23.4,23.6,5
423,23.0,23.6,2
424,23.0,23.6,5
425,23.0,23.6,4
426,23.0,23.6,4
427,23.0,23.6,5
428,23.0,23.6,4
429,23.0,23.6,2
430,23.0,23.6,4
431,23.0,23.6,4
432,23.0,23.6,4
433,23.0,23.6,4
434,23.4,23.6,5
435,23.4,23.6,4
436,23.4,23.6,4
437,23.4,23.6,5
438,23.0,23.6,4
439,23.4,23.6,4
440,23.4,23.6,5
441,23.0,23.6,4
442,23.4,23.6,5
443,23.0,23.6,5
444,23.4,23.6,5
445,23.4,23.6,4
446,23.4,23.6,5
447,23.4,23.6,5
448,23.0,23.6,4
449,23.4,23.6,5
450,23.0,23.6,5
451,23.4,23.6,4
452,23.4,23.6,4
453,23.4,23.6,5
454,23.4,23.6,4
455,23.4,23.6,5
456,23.4,23.6,5
457,23.4,23.6,5
458,23.4,23.6,5
459,23.4,23.6,5
460,23.4,23.6,5
461,23.4,23.6,4
462,23.0,23.6,4
463,23.0,23.6,5
464,23.4,23.6,4
465,23.4,23.6,5
466,23.4,23.6,4
467,23.4,23.6,4
468,23.4,23.6,5
469,23.4,23.6,5
470,23.0,23.6,5
471,23.4,23.6,5
472,23.4,23.6,5
473,23.4,23.6,5
474,23.4,23.6,4
475,23.4,23.6,5
476,23.4,23.6,5
477,23.0,23.6,2
478,23.4,23.6,6
479,23.4,23.6,4
480,23.4,23.6,4
481,23.4,23.6,6
482,23.0,23.6,4
483,23.4,23.6,5
484,23.4,24.0,5
485,23.4,23.6,6
486,23.4,23.6,5
487,23.4,23.6,5
488,23.4,23.6,5
489,23.4,24.0,4
490,23.4,23.6,4
491,23.4,23.6,5
492,23.4,23.6,2
493,23.4,23.6,5
494,23.4,23.6,5
495,23.4,23.6,4
496,23.4,23.6,5
497,23.4,23.6,4
498,23.4,23.6,6
499,23.4,23.6,5
500,23.4,24.0,6
501,23.4,23.6,6
502,23.4,23.6,2
503,23.4,23.6,6
504,23.4,23.6,4
505,23.4,23.6,4
506,23.4,23.6,5
507,23.4,23.6,4
508,23.4,23.6,5
509,23.4,23.6,5
510,23.4,23.6,6
511,23.4,23.6,6
512,23.4,23.6,2
513,23.4,24.0,5
514,23.4,23.6,5
515,23.4,23.6,2
516,23.4,24.0,5
517,23.4,23.6,4
518,23.4,23.6,2
519,23.4,24.0,4
520,23.4,23.6,5
521,23.4,23.6,6
522,23.4,23.6,4
523,23.4,23.6,5
524,23.4,23.6,5
525,23.4,23.6,4
526,23.4,23.6,4
527,23.4,23.6,4
528,23.4,23.6,4
529,23.4,23.6,5
530,23.4,23.6,4
531,23.4,23.6,5
532,23.4,23.6,4
533,23.4,23.6,4
534,23.4,23.6,5
535,23.4,23.6,4
536,23.4,23.6,5
537,23.4,24.0,4
538,23.4,23.6,2
539,23.4,23.6,5
540,23.4,23.6,4
541,23.4,23.6,4
542,23.4,23.6,6
543,23.4,24.0,5
544,23.4,23.6,5
545,23.4,23.6,5
546,23.4,23.6,5
547,23.4,23.6,5
548,23.4,23.6,4
549,23.4,24.0,5
550,23.4,23.6,4
551,23.4,23.6,4
552,23.4,24.0,5
553,23.4,23.6,4
554,23.4,23.6,4
555,23.8,23.6,4
556,23.4,24.0,4
557,23.8,24.0,6
558,23.4,23.6,5
559,23.4,23.6,5
560,23.4,23.6,6
561,23.4,23.6,4
562,23.4,23.6,6
563,23.4,24.0,5
564,23.4,24.0,4
565,23.4,24.0,6
566,23.4,24.0,4
567,23.4,23.6,6
568,23.4,23.6,5
569,23.4,23.6,5
570,23.4,24.0,5
571,23.4,23.6,4
572,23.4,24.0,6
573,23.4,23.6,6
574,23.4,24.0,4
575,23.4,23.6,5
576,23.4,24.0,5
577,23.4,23.6,5
578,23.4,24.0,5
579,23.4,24.0,5
580,23.4,23.6,5
581,23.4,23.6,6
582,23.4,23.6,5
583,23.4,24.0,6
584,23.4,23.6,5
585,23.4,24.0,4
586,23.4,23.6,6
587,23.4,23.6,4
588,23.4,23.6,4
589,23.4,23.6,5
590,23.4,23.6,4
591,23.4,24.0,6
592,23.4,23.6,5
593,23.4,23.6,5
594,23.8,24.0,6
595,23.4,23.6,4
596,23.8,24.0,5
597,23.4,24.0,5
598,23.8,24.0,5
599,23.4,24.0,5
600,23.4,24.0,5
601,23.4,24.0,5
602,23.4,23.6,5
603,23.4,23.6,6
604,23.4,24.0,5
605,23.4,23.6,4
606,23.4,24.0,5
607,23.4,23.6,4
608,23.4,24.0,4
609,23.4,23.6,5
610,23.4,23.6,5
611,23.4,23.6,2
612,23.4,23.6,5
613,23.4,24.0,4
614,23.4,24.0,6
615,23.4,24.0,5
616,23.8,24.0,5
617,23.8,24.0,5
618,23.4,24.0,4
619,23.8,24.0,6
620,23.4,24.0,5
621,23.4,23.6,4
622,23.8,23.6,5
623,23.8,24.0,4
624,23.4,23.6,5
625,23.8,23.6,5
626,23.8,24.0,5
627,23.4,24.0,6
628,23.4,24.0,4
629,23.8,24.0,5
630,23.4,24.0,6
631,23.4,24.0,4
632,23.8,24.0,5
633,23.4,24.0,6
634,23.4,24.0,4
635,23.4,24.0,5
636,23.8,24.0,6
637,23.4,24.0,6
638,23.8,24.0,5
639,23.4,24.0,5
640,23.8,24.0,5
641,23.4,24.0,5
642,23.4,24.0,4
643,23.4,24.0,5
644,23.4,23.6,5
645,23.8,23.6,6
646,23.8,24.0,5
647,23.4,24.0,5
648,23.8,24.0,5
649,23.8,24.0,5
650,23.8,23.6,6
651,23.4,24.0,6
652,23.4,24.0,5
653,23.4,24.0,5
654,23.4,23.6,6
655,23.4,23.6,4
656,23.4,24.0,6
657,23.8,24.0,6
658,23.8,23.6,5
659,23.4,24.0,5
660,23.8,24.0,4
661,23.8,23.6,5
