"Time","Temperature 1","Temperature 2","Force"
126,20.1,20.7,4
127,20.1,20.7,2
128,20.1,21.1,4
129,20.1,21.1,2
130,20.5,20.7,1
131,20.1,20.7,1
132,20.5,20.7,2
133,20.1,21.1,2
134,20.1,20.7,2
135,20.1,21.1,2
136,20.1,21.1,2
137,20.1,21.1,2
138,20.1,21.1,2
139,20.1,20.7,2
140,20.1,21.1,2
141,20.1,20.7,1
142,20.1,21.1,2
143,20.1,20.7,2
144,20.1,20.7,2
145,20.5,20.7,4
146,20.1,20.7,4
147,20.1,21.1,4
148,20.1,20.7,2
149,20.5,21.1,2
150,20.1,21.1,2
151,20.5,20.7,2
152,20.5,21.1,2
153,20.1,21.1,1
154,20.5,21.1,2
155,20.1,20.7,4
156,20.5,21.1,4
157,20.1,20.7,2
158,20.1,20.7,4
159,20.5,21.1,4
160,20.1,20.7,4
161,20.1,20.7,4
162,20.5,21.1,4
163,20.5,21.1,2
164,20.5,21.1,4
165,20.5,21.1,2
166,20.5,20.7,2
167,20.1,21.1,2
168,20.5,21.1,2
169,20.1,21.1,1
170,20.5,20.7,1
171,20.5,20.7,1
172,20.1,21.1,2
173,20.1,21.1,4
174,20.5,21.1,4
175,20.5,21.1,4
176,20.1,21.1,4
177,20.5,20.7,4
178,20.5,20.7,2
179,20.1,21.1,2
180,20.5,20.7,4
181,20.1,21.1,2
182,20.5,20.7,4
183,20.5,20.7,2
184,20.5,21.1,2
185,20.1,20.7,4
186,20.1,21.1,4
187,20.1,20.7,4
188,20.5,20.7,4
189,20.5,21.1,2
190,20.5,20.7,2
191,20.5,21.1,2
192,20.5,21.1,2
193,20.5,21.1,2
194,20.1,20.7,4
195,20.1,20.7,2
196,20.1,21.1,2
197,20.5,20.7,2
198,20.5,20.7,2
199,20.5,21.1,2
200,20.5,21.1,2
201,20.5,20.7,2
202,20.5,21.1,1
203,20.5,21.1,2
204,20.5,21.1,2
205,20.5,21.1,2
206,20.5,20.7,2
207,20.5,21.1,4
208,20.5,20.7,4
209,20.5,20.7,2
210,20.5,21.1,2
211,20.5,21.1,4
212,20.5,20.7,2
213,20.5,21.1,2
214,20.5,21.1,4
215,20.5,21.1,2
216,20.5,21.1,2
217,20.5,21.1,2
218,20.5,21.1,2
219,20.5,21.1,2
220,20.5,21.1,4
221,20.5,21.1,2
222,20.5,20.7,2
223,20.5,21.1,2
224,20.5,21.1,2
225,20.1,21.1,2
226,20.5,21.1,1
227,20.5,20.7,4
228,20.5,21.1,2
229,20.5,21.1,4
230,20.5,21.1,2
231,20.5,20.7,2
232,20.5,21.1,1
233,20.5,21.1,2
234,20.5,21.1,2
235,20.5,21.1,2
236,20.5,21.1,2
237,20.5,20.7,2
238,20.5,20.7,2
239,20.5,21.1,2
240,20.5,21.1,2
241,20.5,21.1,2
242,20.5,21.1,2
243,20.5,21.1,2
244,20.5,20.7,2
245,20.5,21.1,2
246,20.1,21.1,2
247,20.5,20.7,2
248,20.5,20.7,4
249,20.5,21.1,4
250,20.5,21.1,2
251,20.5,20.7,4
252,20.5,21.1,5
253,20.5,21.1,4
254,20.5,21.1,4
255,20.5,21.1,4
256,20.5,21.1,4
257,20.5,20.7,4
258,20.5,21.1,4
259,20.5,21.1,4
260,20.1,21.1,4
261,20.5,21.1,4
262,20.5,21.1,4
263,20.5,21.1,4
264,20.5,21.1,2
265,20.5,21.1,4
266,20.5,21.1,4
267,20.5,21.1,4
268,20.5,21.1,4
269,20.5,21.1,2
270,20.5,21.1,4
271,20.5,21.1,4
272,20.5,21.1,2
273,20.5,21.1,4
274,20.5,21.1,4
275,20.5,20.7,2
276,20.5,21.1,4
277,20.5,21.1,4
278,20.5,21.1,4
279,20.5,21.1,4
280,20.5,21.1,4
281,20.5,21.1,4
282,20.5,21.1,5
283,20.5,21.1,4
284,20.5,21.1,4
285,20.5,21.1,4
286,20.5,21.1,2
287,20.5,21.1,2
288,20.5,21.1,4
289,20.5,21.1,2
290,20.5,21.1,4
291,20.5,21.1,2
292,20.5,21.1,2
293,20.5,21.1,1
294,20.5,21.1,2
